# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	567862	568704	+							K5621_RS02670	843		old_locus_tag=TUM17387_05130
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	567862	568704	+	WP_245003164.1	WP_245003164.1		ABC transporter permease			K5621_RS02670	843	280	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	568879	570159	+							K5621_RS02675	1281		old_locus_tag=TUM17387_05140
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	568879	570159	+	WP_221050360.1	WP_221050360.1		winged helix-turn-helix domain-containing protein			K5621_RS02675	1281	426	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	570176	570385	-							K5621_RS02680	210		old_locus_tag=TUM17387_05150
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	570176	570385	-	WP_221050361.1	WP_221050361.1		universal stress protein			K5621_RS02680	210	69	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	570547	571461	-							K5621_RS02685	915		old_locus_tag=TUM17387_05160
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	570547	571461	-	WP_028779624.1	WP_028779624.1		LysR family transcriptional regulator			K5621_RS02685	915	304	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	571574	572725	+							K5621_RS02690	1152		old_locus_tag=TUM17387_05170
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	571574	572725	+	WP_028779625.1	WP_028779625.1		alanine racemase			K5621_RS02690	1152	383	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	572728	573651	+							K5621_RS02695	924		old_locus_tag=TUM17387_05180
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	572728	573651	+	WP_028779626.1	WP_028779626.1		ornithine cyclodeaminase family protein			K5621_RS02695	924	307	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	573644	574117	+							K5621_RS02700	474		old_locus_tag=TUM17387_05190
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	573644	574117	+	WP_028779627.1	WP_028779627.1		GNAT family N-acetyltransferase			K5621_RS02700	474	157	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	574477	575580	-							K5621_RS02705	1104		old_locus_tag=TUM17387_05200
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	574477	575580	-	WP_025009300.1	WP_025009300.1		phosphoribosylaminoimidazolesuccinocarboxamide synthase			K5621_RS02705	1104	367	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	577847	578863	+							K5621_RS02710	1017		old_locus_tag=TUM17387_05220
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	577847	578863	+	WP_039034405.1	WP_039034405.1		IS110 family transposase			K5621_RS02710	1017	338	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	579434	580681	-							K5621_RS02715	1248		old_locus_tag=TUM17387_05230
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	579434	580681	-	WP_100143040.1	WP_100143040.1		glutamate-5-semialdehyde dehydrogenase			K5621_RS02715	1248	415	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	580728	581870	-					proB		K5621_RS02720	1143		old_locus_tag=TUM17387_05240
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	580728	581870	-	WP_101095655.1	WP_101095655.1		glutamate 5-kinase	proB		K5621_RS02720	1143	380	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	581976	583472	-					putP		K5621_RS02725	1497		old_locus_tag=TUM17387_05250
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	581976	583472	-	WP_100143042.1	WP_100143042.1		sodium/proline symporter PutP	putP		K5621_RS02725	1497	498	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	584251	584586	+							K5621_RS02730	336		old_locus_tag=TUM17387_05270
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	584251	584586	+	WP_221050362.1	WP_221050362.1		metalloregulator ArsR/SmtB family transcription factor			K5621_RS02730	336	111	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	584652	585674	+					arsB		K5621_RS02735	1023		old_locus_tag=TUM17387_05280
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	584652	585674	+	WP_221050363.1	WP_221050363.1		ACR3 family arsenite efflux transporter	arsB		K5621_RS02735	1023	340	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	585688	586701	+							K5621_RS02740	1014		old_locus_tag=TUM17387_05290
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	585688	586701	+	WP_221050364.1	WP_221050364.1		ArsJ-associated glyceraldehyde-3-phosphate dehydrogenase			K5621_RS02740	1014	337	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	586713	587954	+					arsJ		K5621_RS02745	1242		old_locus_tag=TUM17387_05300
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	586713	587954	+	WP_245003128.1	WP_245003128.1		organoarsenical effux MFS transporter ArsJ	arsJ		K5621_RS02745	1242	413	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	588395	589849	+							K5621_RS02750	1455		old_locus_tag=TUM17387_05310
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	588395	589849	+	WP_221050365.1	WP_221050365.1		MBL fold metallo-hydrolase			K5621_RS02750	1455	484	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	589967	590206	-							K5621_RS02755	240		old_locus_tag=TUM17387_05320
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	589967	590206	-	WP_221050366.1	WP_221050366.1		hypothetical protein			K5621_RS02755	240	79	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	590301	590702	-							K5621_RS02760	402		old_locus_tag=TUM17387_05330
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	590301	590702	-	WP_221050367.1	WP_221050367.1		hypothetical protein			K5621_RS02760	402	133	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	590937	591509	+							K5621_RS02765	573		old_locus_tag=TUM17387_05340
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	590937	591509	+	WP_221050368.1	WP_221050368.1		SRPBCC family protein			K5621_RS02765	573	190	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	591497	592438	-							K5621_RS02770	942		old_locus_tag=TUM17387_05350
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	591497	592438	-	WP_221050369.1	WP_221050369.1		sodium-dependent bicarbonate transport family permease			K5621_RS02770	942	313	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	592531	593493	+							K5621_RS02775	963		old_locus_tag=TUM17387_05360
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	592531	593493	+	WP_100143051.1	WP_100143051.1		LysR family transcriptional regulator			K5621_RS02775	963	320	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	593612	594979	+							K5621_RS02780	1368		old_locus_tag=TUM17387_05370
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	593612	594979	+	WP_221050370.1	WP_221050370.1		sodium:alanine symporter family protein			K5621_RS02780	1368	455	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	595030	596382	-							K5621_RS02785	1353		old_locus_tag=TUM17387_05380
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	595030	596382	-	WP_100143053.1	WP_100143053.1		flavohemoglobin expression-modulating QEGLA motif protein			K5621_RS02785	1353	450	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	596604	597569	+							K5621_RS02790	966		old_locus_tag=TUM17387_05390
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	596604	597569	+	WP_221050371.1	WP_221050371.1		general glycosylation pathway protein			K5621_RS02790	966	321	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	597605	597787	-							K5621_RS02795	183		old_locus_tag=TUM17387_05400
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	597605	597787	-	WP_039034443.1	WP_039034443.1		hypothetical protein			K5621_RS02795	183	60	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	598089	600224	+							K5621_RS02800	2136		old_locus_tag=TUM17387_05410
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	598089	600224	+	WP_221050372.1	WP_221050372.1		CHASE domain-containing protein			K5621_RS02800	2136	711	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	600221	600652	+							K5621_RS02805	432		old_locus_tag=TUM17387_05420
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	600221	600652	+	WP_221050373.1	WP_221050373.1		response regulator			K5621_RS02805	432	143	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	600665	602392	+							K5621_RS02810	1728		old_locus_tag=TUM17387_05430
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	600665	602392	+	WP_221050374.1	WP_221050374.1		GGDEF domain-containing response regulator			K5621_RS02810	1728	575	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	602474	603379	+					rimK		K5621_RS02815	906		old_locus_tag=TUM17387_05440
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	602474	603379	+	WP_100143172.1	WP_100143172.1		30S ribosomal protein S6--L-glutamate ligase	rimK		K5621_RS02815	906	301	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	603403	604095	-							K5621_RS02820	693		old_locus_tag=TUM17387_05450
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	603403	604095	-	WP_221050375.1	WP_221050375.1		TorF family putative porin			K5621_RS02820	693	230	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	604362	604634	-							K5621_RS02825	273		old_locus_tag=TUM17387_05460
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	604362	604634	-	WP_100143059.1	WP_100143059.1		HU family DNA-binding protein			K5621_RS02825	273	90	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	604807	605202	-							K5621_RS02830	396		old_locus_tag=TUM17387_05470
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	604807	605202	-	WP_221050376.1	WP_221050376.1		hypothetical protein			K5621_RS02830	396	131	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	605322	605831	+							K5621_RS02835	510		old_locus_tag=TUM17387_05480
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	605322	605831	+	WP_208193918.1	WP_208193918.1		DUF4240 domain-containing protein			K5621_RS02835	510	169	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	605838	606143	-							K5621_RS02840	306		old_locus_tag=TUM17387_05490
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	605838	606143	-	WP_221050377.1	WP_221050377.1		hypothetical protein			K5621_RS02840	306	101	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	606424	606948	+							K5621_RS02845	525		old_locus_tag=TUM17387_05500
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	606424	606948	+	WP_221050378.1	WP_221050378.1		DUF3016 domain-containing protein			K5621_RS02845	525	174	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	606945	608678	-							K5621_RS02850	1734		old_locus_tag=TUM17387_05510
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	606945	608678	-	WP_221051106.1	WP_221051106.1		EAL and GGDEF domain-containing protein			K5621_RS02850	1734	577	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	608796	609107	-							K5621_RS02855	312		old_locus_tag=TUM17387_05520
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	608796	609107	-	WP_221050379.1	WP_221050379.1		prephenate dehydrogenase			K5621_RS02855	312	103	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	609155	610042	+							K5621_RS02860	888		old_locus_tag=TUM17387_05530
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	609155	610042	+	WP_221050380.1	WP_221050380.1		TraB/GumN family protein			K5621_RS02860	888	295	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	610088	610723	+							K5621_RS02865	636		old_locus_tag=TUM17387_05540
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	610088	610723	+	WP_221050381.1	WP_221050381.1		chemoreceptor glutamine deamidase CheD			K5621_RS02865	636	211	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	610684	611478	-							K5621_RS02870	795		old_locus_tag=TUM17387_05550
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	610684	611478	-	WP_221050382.1	WP_221050382.1		methyltransferase domain-containing protein			K5621_RS02870	795	264	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	611678	612511	+							K5621_RS02875	834		old_locus_tag=TUM17387_05560
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	611678	612511	+	WP_221051107.1	WP_221051107.1		dehydratase			K5621_RS02875	834	277	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	612745	614451	+							K5621_RS02880	1707		old_locus_tag=TUM17387_05570
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	612745	614451	+	WP_100143067.1	WP_100143067.1		formate--tetrahydrofolate ligase			K5621_RS02880	1707	568	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	614512	616131	-							K5621_RS02885	1620		old_locus_tag=TUM17387_05580
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	614512	616131	-	WP_221050383.1	WP_221050383.1		mechanosensitive ion channel			K5621_RS02885	1620	539	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	616313	616648	+							K5621_RS02890	336		
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	616313	616648	+	WP_100143175.1	WP_100143175.1		hypothetical protein			K5621_RS02890	336	111	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	617014	617304	+							K5621_RS02895	291		old_locus_tag=TUM17387_05610
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	617014	617304	+	WP_229671850.1	WP_229671850.1		DUF2946 domain-containing protein			K5621_RS02895	291	96	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	617386	618591	+							K5621_RS02900	1206		old_locus_tag=TUM17387_05620
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	617386	618591	+	WP_221050384.1	WP_221050384.1		hypothetical protein			K5621_RS02900	1206	401	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	618575	619483	+							K5621_RS02905	909		old_locus_tag=TUM17387_05630
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	618575	619483	+	WP_039034462.1	WP_039034462.1		zinc ABC transporter substrate-binding protein			K5621_RS02905	909	302	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	619486	620247	+							K5621_RS02910	762		old_locus_tag=TUM17387_05640
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	619486	620247	+	WP_221050385.1	WP_221050385.1		metal ABC transporter permease			K5621_RS02910	762	253	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	620397	621140	+							K5621_RS02915	744		old_locus_tag=TUM17387_05650
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	620397	621140	+	WP_100143072.1	WP_100143072.1		1-acylglycerol-3-phosphate O-acyltransferase			K5621_RS02915	744	247	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	621172	621561	+					rraB		K5621_RS02920	390		old_locus_tag=TUM17387_05660
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	621172	621561	+	WP_221050386.1	WP_221050386.1		ribonuclease E inhibitor RraB	rraB		K5621_RS02920	390	129	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	621638	622720	-					degS		K5621_RS02925	1083		old_locus_tag=TUM17387_05670
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	621638	622720	-	WP_221051108.1	WP_221051108.1		outer membrane-stress sensor serine endopeptidase DegS	degS		K5621_RS02925	1083	360	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	622885	624240	-					degQ		K5621_RS02930	1356		old_locus_tag=TUM17387_05680
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	622885	624240	-	WP_100143075.1	WP_100143075.1		Do family serine endopeptidase DegQ	degQ		K5621_RS02930	1356	451	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	624383	624736	-							K5621_RS02935	354		old_locus_tag=TUM17387_05690
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	624383	624736	-	WP_100143076.1	WP_100143076.1		DUF1043 family protein			K5621_RS02935	354	117	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	624906	626000	+					zapE		K5621_RS02940	1095		old_locus_tag=TUM17387_05700
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	624906	626000	+	WP_100143077.1	WP_100143077.1		cell division protein ZapE	zapE		K5621_RS02940	1095	364	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	626299	626727	+					rplM		K5621_RS02945	429		old_locus_tag=TUM17387_05710
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	626299	626727	+	WP_025009334.1	WP_025009334.1		50S ribosomal protein L13	rplM		K5621_RS02945	429	142	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	626742	627134	+					rpsI		K5621_RS02950	393		old_locus_tag=TUM17387_05720
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	626742	627134	+	WP_025009335.1	WP_025009335.1		30S ribosomal protein S9	rpsI		K5621_RS02950	393	130	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	627251	627439	+							K5621_RS02955	189		old_locus_tag=TUM17387_05730
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	627251	627439	+	WP_100143078.1	WP_100143078.1		DUF2065 domain-containing protein			K5621_RS02955	189	62	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	627505	628800	+							K5621_RS02960	1296		old_locus_tag=TUM17387_05740
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	627505	628800	+	WP_100143079.1	WP_100143079.1		adenylosuccinate synthase			K5621_RS02960	1296	431	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	628914	629534	+							K5621_RS02965	621		old_locus_tag=TUM17387_05750
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	628914	629534	+	WP_025009338.1	WP_025009338.1		SEL1-like repeat protein			K5621_RS02965	621	206	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	629581	631995	+					rnr		K5621_RS02970	2415		old_locus_tag=TUM17387_05760
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	629581	631995	+	WP_221050387.1	WP_221050387.1		ribonuclease R	rnr		K5621_RS02970	2415	804	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	631996	632733	+					rlmB		K5621_RS02975	738		old_locus_tag=TUM17387_05770
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	631996	632733	+	WP_100143081.1	WP_100143081.1		23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	rlmB		K5621_RS02975	738	245	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	632743	633309	+							K5621_RS02980	567		old_locus_tag=TUM17387_05780
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	632743	633309	+	WP_221050388.1	WP_221050388.1		hypothetical protein			K5621_RS02980	567	188	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	633336	634079	-							K5621_RS02985	744		old_locus_tag=TUM17387_05790
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	633336	634079	-	WP_100143083.1	WP_100143083.1		DUF481 domain-containing protein			K5621_RS02985	744	247	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	634285	634686	+					rpsF		K5621_RS02990	402		old_locus_tag=TUM17387_05800
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	634285	634686	+	WP_025009342.1	WP_025009342.1		30S ribosomal protein S6	rpsF		K5621_RS02990	402	133	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	634695	635000	+					priB		K5621_RS02995	306		old_locus_tag=TUM17387_05810
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	634695	635000	+	WP_028779665.1	WP_028779665.1		primosomal replication protein N	priB		K5621_RS02995	306	101	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	635012	635239	+					rpsR		K5621_RS03000	228		old_locus_tag=TUM17387_05820
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	635012	635239	+	WP_025009344.1	WP_025009344.1		30S ribosomal protein S18	rpsR		K5621_RS03000	228	75	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	635270	635722	+					rplI		K5621_RS03005	453		old_locus_tag=TUM17387_05830
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	635270	635722	+	WP_025009345.1	WP_025009345.1		50S ribosomal protein L9	rplI		K5621_RS03005	453	150	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	636021	638222	-							K5621_RS03010	2202		old_locus_tag=TUM17387_05840
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	636021	638222	-	WP_221050389.1	WP_221050389.1		S46 family peptidase			K5621_RS03010	2202	733	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	638353	639759	+					dnaB		K5621_RS03015	1407		old_locus_tag=TUM17387_05850
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	638353	639759	+	WP_025009346.1	WP_025009346.1		replicative DNA helicase	dnaB		K5621_RS03015	1407	468	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	639828	640904	+					alr		K5621_RS03020	1077		old_locus_tag=TUM17387_05860
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	639828	640904	+	WP_025009347.1	WP_025009347.1		alanine racemase	alr		K5621_RS03020	1077	358	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	640961	641428	-							K5621_RS03025	468		old_locus_tag=TUM17387_05870
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	640961	641428	-	WP_062793554.1	WP_062793554.1		chemotaxis protein CheX			K5621_RS03025	468	155	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	641610	644720	-							K5621_RS03030	3111		old_locus_tag=TUM17387_05880
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	641610	644720	-	WP_221050390.1	WP_221050390.1		tetrathionate reductase subunit A			K5621_RS03030	3111	1036	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	644720	645793	-					nrfD		K5621_RS03035	1074		old_locus_tag=TUM17387_05890
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	644720	645793	-	WP_221050391.1	WP_221050391.1		polysulfide reductase NrfD	nrfD		K5621_RS03035	1074	357	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	645783	646526	-							K5621_RS03040	744		old_locus_tag=TUM17387_05900
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	645783	646526	-	WP_221050392.1	WP_221050392.1		4Fe-4S dicluster domain-containing protein			K5621_RS03040	744	247	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	646741	648552	+							K5621_RS03045	1812		old_locus_tag=TUM17387_05910
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	646741	648552	+	WP_221050393.1	WP_221050393.1		PhnD/SsuA/transferrin family substrate-binding protein			K5621_RS03045	1812	603	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	648579	649223	+							K5621_RS03050	645		old_locus_tag=TUM17387_05920
CDS	with_protein	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	648579	649223	+	WP_052248120.1	WP_052248120.1		response regulator			K5621_RS03050	645	214	
gene	protein_coding	GCF_019670705.1	Primary Assembly	chromosome		NZ_AP024618.1	649356	650339	+					dusA		K5621_RS03055	984		old_locus_tag=TUM17387_05930
