# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	386369	387427	+					lptG		STH12_RS01585	1059		old_locus_tag=STH12_00322
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	386369	387427	+	WP_126165934.1	WP_126165934.1		LPS export ABC transporter permease LptG	lptG		STH12_RS01585	1059	352	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	387615	390293	+							STH12_RS01590	2679		old_locus_tag=STH12_00323
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	387615	390293	+	WP_126165935.1	WP_126165935.1		methyl-accepting chemotaxis protein			STH12_RS01590	2679	892	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	390319	390831	-							STH12_RS01595	513		old_locus_tag=STH12_00324
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	390319	390831	-	WP_126165936.1	WP_126165936.1		RDD family protein			STH12_RS01595	513	170	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	390835	391086	-							STH12_RS01600	252		old_locus_tag=STH12_00325
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	390835	391086	-	WP_126165937.1	WP_126165937.1		DUF2960 domain-containing protein			STH12_RS01600	252	83	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	391108	391458	-							STH12_RS01605	351		old_locus_tag=STH12_00326
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	391108	391458	-	WP_011758917.1	WP_011758917.1		DMT family protein			STH12_RS01605	351	116	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	391466	391945	-							STH12_RS01610	480		old_locus_tag=STH12_00327
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	391466	391945	-	WP_126165938.1	WP_126165938.1		GNAT family N-acetyltransferase			STH12_RS01610	480	159	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	391999	393480	-							STH12_RS01615	1482		old_locus_tag=STH12_00328
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	391999	393480	-	WP_126165939.1	WP_126165939.1		carboxypeptidase M32			STH12_RS01615	1482	493	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	393643	394272	+							STH12_RS01620	630		old_locus_tag=STH12_00329
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	393643	394272	+	WP_126165940.1	WP_126165940.1		DUF1449 family protein			STH12_RS01620	630	209	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	394325	396091	+							STH12_RS01625	1767		old_locus_tag=STH12_00330
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	394325	396091	+	WP_126165941.1	WP_126165941.1		flotillin family protein			STH12_RS01625	1767	588	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	396295	396855	+							STH12_RS01630	561		old_locus_tag=STH12_00331
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	396295	396855	+	WP_126165942.1	WP_126165942.1		DJ-1/PfpI family protein			STH12_RS01630	561	186	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	396903	397220	+							STH12_RS01635	318		old_locus_tag=STH12_00332
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	396903	397220	+	WP_126165943.1	WP_126165943.1		ribbon-helix-helix domain-containing protein			STH12_RS01635	318	105	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	397311	398030	-							STH12_RS01640	720		old_locus_tag=STH12_00333
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	397311	398030	-	WP_237158841.1	WP_237158841.1		transporter substrate-binding domain-containing protein			STH12_RS01640	720	239	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	398110	398745	-							STH12_RS01645	636		old_locus_tag=STH12_00334
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	398110	398745	-	WP_126165945.1	WP_126165945.1		DUF2913 family protein			STH12_RS01645	636	211	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	398851	399438	-							STH12_RS01650	588		old_locus_tag=STH12_00335
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	398851	399438	-	WP_164551276.1	WP_164551276.1		AhpC/TSA family protein			STH12_RS01650	588	195	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	399685	400983	-							STH12_RS01655	1299		old_locus_tag=STH12_00336
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	399685	400983	-	WP_126165947.1	WP_126165947.1		DEAD/DEAH box helicase			STH12_RS01655	1299	432	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	401255	402484	+							STH12_RS01660	1230		old_locus_tag=STH12_00337
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	401255	402484	+	WP_126165948.1	WP_126165948.1		EAL domain-containing response regulator			STH12_RS01660	1230	409	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	402636	403589	+							STH12_RS01665	954		old_locus_tag=STH12_00338
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	402636	403589	+	WP_126165949.1	WP_126165949.1		DUF523 and DUF1722 domain-containing protein			STH12_RS01665	954	317	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	403617	405047	+					phrB		STH12_RS01670	1431		old_locus_tag=STH12_00339
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	403617	405047	+	WP_126165950.1	WP_126165950.1		deoxyribodipyrimidine photo-lyase	phrB		STH12_RS01670	1431	476	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	405051	405551	+							STH12_RS01675	501		old_locus_tag=STH12_00340
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	405051	405551	+	WP_126165951.1	WP_126165951.1		nuclear transport factor 2 family protein			STH12_RS01675	501	166	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	405551	406312	+							STH12_RS01680	762		old_locus_tag=STH12_00341
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	405551	406312	+	WP_126165952.1	WP_126165952.1		SDR family NAD(P)-dependent oxidoreductase			STH12_RS01680	762	253	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	406379	407641	+							STH12_RS01685	1263		old_locus_tag=STH12_00342
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	406379	407641	+	WP_126165953.1	WP_126165953.1		FAD-dependent oxidoreductase			STH12_RS01685	1263	420	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	407638	408429	+							STH12_RS01690	792		old_locus_tag=STH12_00343
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	407638	408429	+	WP_126165954.1	WP_126165954.1		DUF1365 domain-containing protein			STH12_RS01690	792	263	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	408432	409661	+							STH12_RS01695	1230		old_locus_tag=STH12_00344
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	408432	409661	+	WP_126165955.1	WP_126165955.1		cyclopropane-fatty-acyl-phospholipid synthase family protein			STH12_RS01695	1230	409	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	409680	410189	+							STH12_RS01700	510		old_locus_tag=STH12_00345
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	409680	410189	+	WP_126165956.1	WP_126165956.1		DUF2878 domain-containing protein			STH12_RS01700	510	169	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	410180	410746	+							STH12_RS01705	567		old_locus_tag=STH12_00346
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	410180	410746	+	WP_126165957.1	WP_126165957.1		chalcone isomerase family protein			STH12_RS01705	567	188	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	410734	411255	+							STH12_RS01710	522		old_locus_tag=STH12_00347
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	410734	411255	+	WP_126165958.1	WP_126165958.1		DUF3833 domain-containing protein			STH12_RS01710	522	173	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	411399	412127	-							STH12_RS01715	729		old_locus_tag=STH12_00348
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	411399	412127	-	WP_126165959.1	WP_126165959.1		DUF4097 family beta strand repeat-containing protein			STH12_RS01715	729	242	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	412390	412728	+							STH12_RS01720	339		old_locus_tag=STH12_00349
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	412390	412728	+	WP_126165960.1	WP_126165960.1		FKBP-type peptidyl-prolyl cis-trans isomerase			STH12_RS01720	339	112	
gene	tRNA	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	412900	412976	-							STH12_RS01725	77		old_locus_tag=STH12_00350
tRNA		GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	412900	412976	-				tRNA-Ile			STH12_RS01725	77		anticodon=CAT
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	413164	415017	-					rpoD		STH12_RS01730	1854		old_locus_tag=STH12_00351
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	413164	415017	-	WP_126165961.1	WP_126165961.1		RNA polymerase sigma factor RpoD	rpoD		STH12_RS01730	1854	617	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	415144	416874	-					dnaG		STH12_RS01735	1731		old_locus_tag=STH12_00352
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	415144	416874	-	WP_126165962.1	WP_126165962.1		DNA primase	dnaG		STH12_RS01735	1731	576	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	416956	417399	-							STH12_RS01740	444		old_locus_tag=STH12_00353
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	416956	417399	-	WP_126165963.1	WP_126165963.1		GatB/YqeY domain-containing protein			STH12_RS01740	444	147	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	417406	417621	-					rpsU		STH12_RS01745	216		old_locus_tag=STH12_00354
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	417406	417621	-	WP_011758943.1	WP_011758943.1		30S ribosomal protein S21	rpsU		STH12_RS01745	216	71	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	417855	418868	+					tsaD		STH12_RS01750	1014		old_locus_tag=STH12_00355
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	417855	418868	+	WP_126165964.1	WP_126165964.1		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	tsaD		STH12_RS01750	1014	337	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	418962	419543	-					plsY		STH12_RS01755	582		old_locus_tag=STH12_00356
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	418962	419543	-	WP_126169386.1	WP_126169386.1		glycerol-3-phosphate 1-O-acyltransferase PlsY	plsY		STH12_RS01755	582	193	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	419809	420168	+					folB		STH12_RS01760	360		old_locus_tag=STH12_00357
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	419809	420168	+	WP_126165965.1	WP_126165965.1		dihydroneopterin aldolase	folB		STH12_RS01760	360	119	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	420171	420677	+					folK		STH12_RS01765	507		old_locus_tag=STH12_00358
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	420171	420677	+	WP_126165966.1	WP_126165966.1		2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	folK		STH12_RS01765	507	168	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	420687	421487	+							STH12_RS01770	801		old_locus_tag=STH12_00359
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	420687	421487	+	WP_126165967.1	WP_126165967.1		undecaprenyl-diphosphate phosphatase			STH12_RS01770	801	266	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	421815	422630	+							STH12_RS01775	816		old_locus_tag=STH12_00360
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	421815	422630	+	WP_126165968.1	WP_126165968.1		SAM-dependent methyltransferase			STH12_RS01775	816	271	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	422748	423011	-							STH12_RS01780	264		old_locus_tag=STH12_00361
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	422748	423011	-	WP_011758950.1	WP_011758950.1		Lpp/OprI family alanine-zipper lipoprotein			STH12_RS01780	264	87	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	423194	424465	-							STH12_RS01785	1272		old_locus_tag=STH12_00362
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	423194	424465	-	WP_126165969.1	WP_126165969.1		multifunctional CCA addition/repair protein			STH12_RS01785	1272	423	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	424662	426476	+							STH12_RS01790	1815		old_locus_tag=STH12_00363
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	424662	426476	+	WP_126165970.1	WP_126165970.1		ExeA family protein			STH12_RS01790	1815	604	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	426476	427594	+							STH12_RS01795	1119		old_locus_tag=STH12_00364
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	426476	427594	+	WP_126165971.1	WP_126165971.1		general secretion pathway protein GspB			STH12_RS01795	1119	372	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	427691	428938	-					nhaD		STH12_RS01800	1248		old_locus_tag=STH12_00365
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	427691	428938	-	WP_126165972.1	WP_126165972.1		sodium:proton antiporter NhaD	nhaD		STH12_RS01800	1248	415	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	429448	429645	+							STH12_RS01805	198		old_locus_tag=STH12_00366
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	429448	429645	+	WP_126165973.1	WP_126165973.1		hypothetical protein			STH12_RS01805	198	65	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	429827	431110	-					hemL		STH12_RS01810	1284		old_locus_tag=STH12_00367
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	429827	431110	-	WP_126165974.1	WP_126165974.1		glutamate-1-semialdehyde 2,1-aminomutase	hemL		STH12_RS01810	1284	427	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	431141	432160	-							STH12_RS01815	1020		old_locus_tag=STH12_00368
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	431141	432160	-	WP_126165975.1	WP_126165975.1		aspartate carbamoyltransferase			STH12_RS01815	1020	339	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	432300	434015	-							STH12_RS01820	1716		old_locus_tag=STH12_00369
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	432300	434015	-	WP_126165976.1	WP_126165976.1		chloride channel protein			STH12_RS01820	1716	571	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	434125	434928	+							STH12_RS01825	804		old_locus_tag=STH12_00370
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	434125	434928	+	WP_126165977.1	WP_126165977.1		hypothetical protein			STH12_RS01825	804	267	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	434921	435271	+					erpA		STH12_RS01830	351		old_locus_tag=STH12_00371
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	434921	435271	+	WP_126165978.1	WP_126165978.1		iron-sulfur cluster insertion protein ErpA	erpA		STH12_RS01830	351	116	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	435463	435879	-							STH12_RS01835	417		old_locus_tag=STH12_00372
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	435463	435879	-	WP_126165979.1	WP_126165979.1		hypothetical protein			STH12_RS01835	417	138	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	435892	436266	-							STH12_RS01840	375		old_locus_tag=STH12_00373
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	435892	436266	-	WP_126165980.1	WP_126165980.1		DUF2750 domain-containing protein			STH12_RS01840	375	124	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	436452	437153	-					aqpZ		STH12_RS01845	702		old_locus_tag=STH12_00374
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	436452	437153	-	WP_126165981.1	WP_126165981.1		aquaporin Z	aqpZ		STH12_RS01845	702	233	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	437318	439942	-							STH12_RS01850	2625		old_locus_tag=STH12_00375
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	437318	439942	-	WP_126165982.1	WP_126165982.1		prolyl oligopeptidase family serine peptidase			STH12_RS01850	2625	874	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	440170	442275	+							STH12_RS01855	2106		old_locus_tag=STH12_00376
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	440170	442275	+	WP_126165983.1	WP_126165983.1		winged helix-turn-helix domain-containing protein			STH12_RS01855	2106	701	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	442386	443495	-							STH12_RS01860	1110		old_locus_tag=STH12_00377
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	442386	443495	-	WP_126165984.1	WP_126165984.1		anhydro-N-acetylmuramic acid kinase			STH12_RS01860	1110	369	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	443492	444889	-							STH12_RS01865	1398		old_locus_tag=STH12_00378
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	443492	444889	-	WP_126165985.1	WP_126165985.1		peptidoglycan DD-metalloendopeptidase family protein			STH12_RS01865	1398	465	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	445017	446213	+					tyrS		STH12_RS01870	1197		old_locus_tag=STH12_00379
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	445017	446213	+	WP_126165986.1	WP_126165986.1		tyrosine--tRNA ligase	tyrS		STH12_RS01870	1197	398	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	446289	446735	-							STH12_RS01875	447		old_locus_tag=STH12_00380
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	446289	446735	-	WP_126169387.1	WP_126169387.1		nuclear transport factor 2 family protein			STH12_RS01875	447	148	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	446766	447389	-							STH12_RS01880	624		old_locus_tag=STH12_00381
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	446766	447389	-	WP_126165987.1	WP_126165987.1		trimeric intracellular cation channel family protein			STH12_RS01880	624	207	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	447386	447763	-							STH12_RS01885	378		old_locus_tag=STH12_00382
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	447386	447763	-	WP_126169388.1	WP_126169388.1		DUF2721 domain-containing protein			STH12_RS01885	378	125	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	447907	448896	-							STH12_RS01890	990		old_locus_tag=STH12_00383
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	447907	448896	-	WP_126165988.1	WP_126165988.1		cobalamin biosynthesis protein			STH12_RS01890	990	329	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	448896	449588	-							STH12_RS01895	693		old_locus_tag=STH12_00384
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	448896	449588	-	WP_126165989.1	WP_126165989.1		5'-methylthioadenosine/adenosylhomocysteine nucleosidase			STH12_RS01895	693	230	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	449721	451139	-							STH12_RS01900	1419		old_locus_tag=STH12_00385
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	449721	451139	-	WP_126165990.1	WP_126165990.1		FAD-dependent oxidoreductase			STH12_RS01900	1419	472	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	451146	455594	-					gltB		STH12_RS01905	4449		old_locus_tag=STH12_00386
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	451146	455594	-	WP_126165991.1	WP_126165991.1		glutamate synthase large subunit	gltB		STH12_RS01905	4449	1482	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	456115	457080	+							STH12_RS01910	966		old_locus_tag=STH12_00387
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	456115	457080	+	WP_126165992.1	WP_126165992.1		TIGR01212 family radical SAM protein			STH12_RS01910	966	321	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	457310	457675	+							STH12_RS01915	366		old_locus_tag=STH12_00388
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	457310	457675	+	WP_126165993.1	WP_126165993.1		Hpt domain-containing protein			STH12_RS01915	366	121	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	457676	459397	-							STH12_RS01920	1722		old_locus_tag=STH12_00389
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	457676	459397	-	WP_164551125.1	WP_164551125.1		GGDEF domain-containing protein			STH12_RS01920	1722	573	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	459570	460481	+					oxyR		STH12_RS01925	912		old_locus_tag=STH12_00390
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	459570	460481	+	WP_126165995.1	WP_126165995.1		hydrogen peroxide-inducible genes transcriptional activator OxyR	oxyR		STH12_RS01925	912	303	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	460592	461668	-							STH12_RS01930	1077		old_locus_tag=STH12_00391
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	460592	461668	-	WP_126165996.1	WP_126165996.1		adenylate/guanylate cyclase domain-containing protein			STH12_RS01930	1077	358	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	461798	462472	-					mutH		STH12_RS01935	675		old_locus_tag=STH12_00392
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	461798	462472	-	WP_126165997.1	WP_126165997.1		DNA mismatch repair endonuclease MutH	mutH		STH12_RS01935	675	224	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	463168	463686	+					rppH		STH12_RS01940	519		old_locus_tag=STH12_00393
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	463168	463686	+	WP_126165998.1	WP_126165998.1		RNA pyrophosphohydrolase	rppH		STH12_RS01940	519	172	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	463719	465953	+					ptsP		STH12_RS01945	2235		old_locus_tag=STH12_00394
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	463719	465953	+	WP_126165999.1	WP_126165999.1		phosphoenolpyruvate--protein phosphotransferase	ptsP		STH12_RS01945	2235	744	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	466126	466926	+							STH12_RS01950	801		old_locus_tag=STH12_00395
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	466126	466926	+	WP_126166000.1	WP_126166000.1		sulfite exporter TauE/SafE family protein			STH12_RS01950	801	266	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	466954	467760	+					lgt		STH12_RS01955	807		old_locus_tag=STH12_00396
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	466954	467760	+	WP_126166001.1	WP_126166001.1		prolipoprotein diacylglyceryl transferase	lgt		STH12_RS01955	807	268	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	467760	468554	+					thyA		STH12_RS01960	795		old_locus_tag=STH12_00397
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	467760	468554	+	WP_126166002.1	WP_126166002.1		thymidylate synthase	thyA		STH12_RS01960	795	264	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	468675	469850	+					nhaA		STH12_RS01965	1176		old_locus_tag=STH12_00398
CDS	with_protein	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	468675	469850	+	WP_126166003.1	WP_126166003.1		Na+/H+ antiporter NhaA	nhaA		STH12_RS01965	1176	391	
gene	protein_coding	GCF_003957745.1	Primary Assembly	chromosome		NZ_CP020373.1	469847	470230	+							STH12_RS01970	384		old_locus_tag=STH12_00399
