# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	644787	645968	+	WP_207325405.1	WP_207325405.1		trypsin-like serine protease			JYB88_RS02715	1182	393	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	646139	646846	+							JYB88_RS02720	708		old_locus_tag=JYB88_02720
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	646139	646846	+	WP_207325406.1	WP_207325406.1		arginine N-succinyltransferase			JYB88_RS02720	708	235	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	646992	648662	+							JYB88_RS02725	1671		old_locus_tag=JYB88_02725
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	646992	648662	+	WP_207325407.1	WP_207325407.1		hypothetical protein			JYB88_RS02725	1671	556	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	648829	649344	-							JYB88_RS02730	516		old_locus_tag=JYB88_02730
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	648829	649344	-	WP_207325408.1	WP_207325408.1		hypothetical protein			JYB88_RS02730	516	171	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	650795	651957	+							JYB88_RS02735	1163		old_locus_tag=JYB88_02735
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	650795	651957	+	WP_207325409.1	WP_207325409.1		IS3 family transposase			JYB88_RS02735	1164	387	ribosomal_slippage
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	652490	653125	-							JYB88_RS02740	636		old_locus_tag=JYB88_02740
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	652490	653125	-	WP_207325410.1	WP_207325410.1		malonic semialdehyde reductase			JYB88_RS02740	636	211	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	653262	655016	-					phaC		JYB88_RS02745	1755		old_locus_tag=JYB88_02745
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	653262	655016	-	WP_207325411.1	WP_207325411.1		class I poly(R)-hydroxyalkanoic acid synthase	phaC		JYB88_RS02745	1755	584	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	655130	655498	-							JYB88_RS02750	369		old_locus_tag=JYB88_02750
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	655130	655498	-	WP_207325412.1	WP_207325412.1		phasin family protein			JYB88_RS02750	369	122	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	655552	656286	-					phbB		JYB88_RS02755	735		old_locus_tag=JYB88_02755
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	655552	656286	-	WP_207325413.1	WP_207325413.1		acetoacetyl-CoA reductase	phbB		JYB88_RS02755	735	244	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	656532	657848	+							JYB88_RS02760	1317		old_locus_tag=JYB88_02760
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	656532	657848	+	WP_207325414.1	WP_207325414.1		amidohydrolase			JYB88_RS02760	1317	438	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	657917	659089	-							JYB88_RS02765	1173		old_locus_tag=JYB88_02765
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	657917	659089	-	WP_207325415.1	WP_207325415.1		methyl-accepting chemotaxis protein			JYB88_RS02765	1173	390	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	659229	659606	-							JYB88_RS02770	378		old_locus_tag=JYB88_02770
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	659229	659606	-	WP_207321940.1	WP_207321940.1		SirB2 family protein			JYB88_RS02770	378	125	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	659798	660916	-							JYB88_RS02775	1119		old_locus_tag=JYB88_02775
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	659798	660916	-	WP_207325416.1	WP_207325416.1		dienelactone hydrolase family protein			JYB88_RS02775	1119	372	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	661208	661969	+							JYB88_RS02780	762		old_locus_tag=JYB88_02780
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	661208	661969	+	WP_207325417.1	WP_207325417.1		MBL fold metallo-hydrolase			JYB88_RS02780	762	253	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	662046	663719	-							JYB88_RS02785	1674		old_locus_tag=JYB88_02785
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	662046	663719	-	WP_207325418.1	WP_207325418.1		alkaline phosphatase			JYB88_RS02785	1674	557	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	664005	664463	-							JYB88_RS02790	459		old_locus_tag=JYB88_02790
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	664005	664463	-	WP_207325419.1	WP_207325419.1		YhcH/YjgK/YiaL family protein			JYB88_RS02790	459	152	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	664627	665682	+							JYB88_RS02795	1056		old_locus_tag=JYB88_02795
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	664627	665682	+	WP_207325420.1	WP_207325420.1		alpha/beta hydrolase			JYB88_RS02795	1056	351	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	665836	666411	+							JYB88_RS02800	576		old_locus_tag=JYB88_02800
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	665836	666411	+	WP_207321945.1	WP_207321945.1		LON peptidase substrate-binding domain-containing protein			JYB88_RS02800	576	191	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	666509	667468	+							JYB88_RS02805	960		old_locus_tag=JYB88_02805
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	666509	667468	+	WP_207325421.1	WP_207325421.1		pseudouridine synthase			JYB88_RS02805	960	319	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	667598	669481	-							JYB88_RS02810	1884		old_locus_tag=JYB88_02810
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	667598	669481	-	WP_207325422.1	WP_207325422.1		alkaline phosphatase family protein			JYB88_RS02810	1884	627	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	669641	670552	+							JYB88_RS02815	912		old_locus_tag=JYB88_02815
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	669641	670552	+	WP_207325423.1	WP_207325423.1		SDR family oxidoreductase			JYB88_RS02815	912	303	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	670620	673769	-							JYB88_RS02820	3150		old_locus_tag=JYB88_02820
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	670620	673769	-	WP_207325424.1	WP_207325424.1		hypothetical protein			JYB88_RS02820	3150	1049	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	674210	676123	-							JYB88_RS02825	1914		old_locus_tag=JYB88_02825
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	674210	676123	-	WP_207325425.1	WP_207325425.1		DEAD/DEAH box helicase			JYB88_RS02825	1914	637	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	676314	677333	-							JYB88_RS02830	1020		old_locus_tag=JYB88_02830
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	676314	677333	-	WP_207325426.1	WP_207325426.1		M28 family peptidase			JYB88_RS02830	1020	339	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	677333	680161	-					uvrA		JYB88_RS02835	2829		old_locus_tag=JYB88_02835
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	677333	680161	-	WP_207325427.1	WP_207325427.1		excinuclease ABC subunit UvrA	uvrA		JYB88_RS02835	2829	942	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	680420	681787	+							JYB88_RS02840	1368		old_locus_tag=JYB88_02840
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	680420	681787	+	WP_207325428.1	WP_207325428.1		MFS transporter			JYB88_RS02840	1368	455	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	681822	682517	+					ssb		JYB88_RS02845	696		old_locus_tag=JYB88_02845
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	681822	682517	+	WP_207325429.1	WP_207325429.1		single-stranded DNA-binding protein	ssb		JYB88_RS02845	696	231	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	682600	683196	-							JYB88_RS02850	597		old_locus_tag=JYB88_02850
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	682600	683196	-	WP_207325430.1	WP_207325430.1		hypothetical protein			JYB88_RS02850	597	198	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	683601	684008	-							JYB88_RS02855	408		old_locus_tag=JYB88_02855
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	683601	684008	-	WP_207325431.1	WP_207325431.1		hypothetical protein			JYB88_RS02855	408	135	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	684476	685399	-							JYB88_RS02860	924		old_locus_tag=JYB88_02860
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	684476	685399	-	WP_207325432.1	WP_207325432.1		sensor domain-containing diguanylate cyclase			JYB88_RS02860	924	307	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	685575	686147	+							JYB88_RS02865	573		old_locus_tag=JYB88_02865
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	685575	686147	+	WP_207321958.1	WP_207321958.1		hypothetical protein			JYB88_RS02865	573	190	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	686176	687024	-							JYB88_RS02870	849		old_locus_tag=JYB88_02870
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	686176	687024	-	WP_228289676.1	WP_228289676.1		EamA family transporter			JYB88_RS02870	849	282	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	687112	688059	-							JYB88_RS02875	948		old_locus_tag=JYB88_02875
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	687112	688059	-	WP_228289677.1	WP_228289677.1		transporter substrate-binding domain-containing protein			JYB88_RS02875	948	315	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	688233	688790	-							JYB88_RS02880	558		old_locus_tag=JYB88_02880
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	688233	688790	-	WP_207325433.1	WP_207325433.1		DUF924 family protein			JYB88_RS02880	558	185	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	688906	689208	+							JYB88_RS02885	303		old_locus_tag=JYB88_02885
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	688906	689208	+	WP_207321960.1	WP_207321960.1		winged helix-turn-helix domain-containing protein			JYB88_RS02885	303	100	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	689281	690186	+							JYB88_RS02890	906		old_locus_tag=JYB88_02890
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	689281	690186	+	WP_207325434.1	WP_207325434.1		sensor domain-containing diguanylate cyclase			JYB88_RS02890	906	301	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	690173	691135	-							JYB88_RS02895	963		old_locus_tag=JYB88_02895
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	690173	691135	-	WP_207325435.1	WP_207325435.1		hypothetical protein			JYB88_RS02895	963	320	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	691413	692978	-							JYB88_RS02900	1566		old_locus_tag=JYB88_02900
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	691413	692978	-	WP_207325436.1	WP_207325436.1		sodium/solute symporter			JYB88_RS02900	1566	521	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	692991	694202	-					galK		JYB88_RS02905	1212		old_locus_tag=JYB88_02905
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	692991	694202	-	WP_207325437.1	WP_207325437.1		galactokinase	galK		JYB88_RS02905	1212	403	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	694199	695329	-							JYB88_RS02910	1131		old_locus_tag=JYB88_02910
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	694199	695329	-	WP_207325438.1	WP_207325438.1		UDP-glucose--hexose-1-phosphate uridylyltransferase			JYB88_RS02910	1131	376	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	695774	698566	+							JYB88_RS02915	2793		old_locus_tag=JYB88_02915
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	695774	698566	+	WP_207325439.1	WP_207325439.1		TonB-dependent receptor			JYB88_RS02915	2793	930	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	698805	699707	+							JYB88_RS02920	903		old_locus_tag=JYB88_02920
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	698805	699707	+	WP_207325440.1	WP_207325440.1		helix-turn-helix domain-containing protein			JYB88_RS02920	903	300	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	699737	701827	+							JYB88_RS02925	2091		old_locus_tag=JYB88_02925
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	699737	701827	+	WP_228289678.1	WP_228289678.1		hypothetical protein			JYB88_RS02925	2091	696	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	701944	703233	+							JYB88_RS02930	1290		old_locus_tag=JYB88_02930
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	701944	703233	+	WP_207325441.1	WP_207325441.1		aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme			JYB88_RS02930	1290	429	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	703407	704228	-							JYB88_RS02935	822		old_locus_tag=JYB88_02935
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	703407	704228	-	WP_207325442.1	WP_207325442.1		DUF2971 domain-containing protein			JYB88_RS02935	822	273	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	705381	707357	-							JYB88_RS02940	1977		old_locus_tag=JYB88_02940
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	705381	707357	-	WP_207325443.1	WP_207325443.1		glycoside hydrolase family 97 catalytic domain-containing protein			JYB88_RS02940	1977	658	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	707515	707853	-							JYB88_RS02945	339		old_locus_tag=JYB88_02945
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	707515	707853	-	WP_207325444.1	WP_207325444.1		DUF2956 family protein			JYB88_RS02945	339	112	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	708049	709848	+							JYB88_RS02950	1800		old_locus_tag=JYB88_02950
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	708049	709848	+	WP_207325445.1	WP_207325445.1		ATP-binding cassette domain-containing protein			JYB88_RS02950	1800	599	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	709959	711245	+							JYB88_RS02955	1287		old_locus_tag=JYB88_02955
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	709959	711245	+	WP_207321972.1	WP_207321972.1		acetyl-CoA hydrolase/transferase family protein			JYB88_RS02955	1287	428	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	711358	712953	-							JYB88_RS02960	1596		old_locus_tag=JYB88_02960
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	711358	712953	-	WP_207325446.1	WP_207325446.1		AMP-binding protein			JYB88_RS02960	1596	531	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	713318	715858	+							JYB88_RS02965	2541		old_locus_tag=JYB88_02965
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	713318	715858	+	WP_207325447.1	WP_207325447.1		TonB-dependent receptor			JYB88_RS02965	2541	846	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	716307	717875	-							JYB88_RS02970	1569		old_locus_tag=JYB88_02970
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	716307	717875	-	WP_207325448.1	WP_207325448.1		hypothetical protein			JYB88_RS02970	1569	522	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	717892	718773	-							JYB88_RS02975	882		old_locus_tag=JYB88_02975
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	717892	718773	-	WP_207325449.1	WP_207325449.1		phospholipase A			JYB88_RS02975	882	293	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	719137	719946	+					cobA		JYB88_RS02980	810		old_locus_tag=JYB88_02980
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	719137	719946	+	WP_207321977.1	WP_207321977.1		uroporphyrinogen-III C-methyltransferase	cobA		JYB88_RS02980	810	269	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	719988	720896	+					cysD		JYB88_RS02985	909		old_locus_tag=JYB88_02985
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	719988	720896	+	WP_207326208.1	WP_207326208.1		sulfate adenylyltransferase subunit CysD	cysD		JYB88_RS02985	909	302	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	720896	722302	+					cysN		JYB88_RS02990	1407		old_locus_tag=JYB88_02990
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	720896	722302	+	WP_207325450.1	WP_207325450.1		sulfate adenylyltransferase subunit CysN	cysN		JYB88_RS02990	1407	468	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	722353	724092	+							JYB88_RS02995	1740		old_locus_tag=JYB88_02995
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	722353	724092	+	WP_207325451.1	WP_207325451.1		SLC13 family permease			JYB88_RS02995	1740	579	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	724109	724705	+					cysC		JYB88_RS03000	597		old_locus_tag=JYB88_03000
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	724109	724705	+	WP_207325452.1	WP_207325452.1		adenylyl-sulfate kinase	cysC		JYB88_RS03000	597	198	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	725278	725592	+							JYB88_RS03005	315		old_locus_tag=JYB88_03005
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	725278	725592	+	WP_207325453.1	WP_207325453.1		hypothetical protein			JYB88_RS03005	315	104	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	725717	726406	+							JYB88_RS03010	690		old_locus_tag=JYB88_03010
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	725717	726406	+	WP_207325454.1	WP_207325454.1		hypothetical protein			JYB88_RS03010	690	229	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	726531	726884	+							JYB88_RS03015	354		old_locus_tag=JYB88_03015
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	726531	726884	+	WP_207325455.1	WP_207325455.1		hypothetical protein			JYB88_RS03015	354	117	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	727326	728168	-							JYB88_RS03020	843		old_locus_tag=JYB88_03020
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	727326	728168	-	WP_207325456.1	WP_207325456.1		TIGR03899 family protein			JYB88_RS03020	843	280	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	728161	729369	-							JYB88_RS03025	1209		old_locus_tag=JYB88_03025
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	728161	729369	-	WP_207325457.1	WP_207325457.1		MFS transporter			JYB88_RS03025	1209	402	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	729483	730076	-					lpoB		JYB88_RS03030	594		old_locus_tag=JYB88_03030
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	729483	730076	-	WP_207321987.1	WP_207321987.1		penicillin-binding protein activator LpoB	lpoB		JYB88_RS03030	594	197	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	730099	731478	-							JYB88_RS03035	1380		old_locus_tag=JYB88_03035
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	730099	731478	-	WP_207325458.1	WP_207325458.1		hypothetical protein			JYB88_RS03035	1380	459	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	731478	732023	-					def		JYB88_RS03040	546		old_locus_tag=JYB88_03040
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	731478	732023	-	WP_207325459.1	WP_207325459.1		peptide deformylase	def		JYB88_RS03040	546	181	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	732041	732259	-							JYB88_RS03045	219		old_locus_tag=JYB88_03045
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	732041	732259	-	WP_207321990.1	WP_207321990.1		SlyX family protein			JYB88_RS03045	219	72	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	732279	733232	-							JYB88_RS03050	954		old_locus_tag=JYB88_03050
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	732279	733232	-	WP_207325460.1	WP_207325460.1		hypothetical protein			JYB88_RS03050	954	317	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	733391	734161	+					fkpA		JYB88_RS03055	771		old_locus_tag=JYB88_03055
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	733391	734161	+	WP_207325461.1	WP_207325461.1		FKBP-type peptidyl-prolyl cis-trans isomerase	fkpA		JYB88_RS03055	771	256	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	734331	735773	+							JYB88_RS03060	1443		old_locus_tag=JYB88_03060
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	734331	735773	+	WP_207325462.1	WP_207325462.1		methyl-accepting chemotaxis protein			JYB88_RS03060	1443	480	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	736667	737572	+							JYB88_RS03065	906		old_locus_tag=JYB88_03065
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	736667	737572	+	WP_207325463.1	WP_207325463.1		TIR domain-containing protein			JYB88_RS03065	906	301	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	737676	738215	+							JYB88_RS03070	540		old_locus_tag=JYB88_03070
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	737676	738215	+	WP_207325464.1	WP_207325464.1		hypothetical protein			JYB88_RS03070	540	179	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	738394	741021	-					pepN		JYB88_RS03075	2628		old_locus_tag=JYB88_03075
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	738394	741021	-	WP_207325465.1	WP_207325465.1		aminopeptidase N	pepN		JYB88_RS03075	2628	875	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	741112	742131	-							JYB88_RS03080	1020		old_locus_tag=JYB88_03080
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	741112	742131	-	WP_207325466.1	WP_207325466.1		sensor domain-containing diguanylate cyclase			JYB88_RS03080	1020	339	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	742244	743362	-							JYB88_RS03085	1119		old_locus_tag=JYB88_03085
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	742244	743362	-	WP_207325467.1	WP_207325467.1		carotenoid 1,2-hydratase			JYB88_RS03085	1119	372	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	743362	745926	-							JYB88_RS03090	2565		old_locus_tag=JYB88_03090
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	743362	745926	-	WP_207325468.1	WP_207325468.1		ABC transporter permease			JYB88_RS03090	2565	854	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	745919	746650	-							JYB88_RS03095	732		old_locus_tag=JYB88_03095
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	745919	746650	-	WP_207325469.1	WP_207325469.1		ABC transporter ATP-binding protein			JYB88_RS03095	732	243	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	746708	747595	-							JYB88_RS03100	888		old_locus_tag=JYB88_03100
CDS	with_protein	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	746708	747595	-	WP_207325470.1	WP_207325470.1		LysR family transcriptional regulator			JYB88_RS03100	888	295	
gene	protein_coding	GCF_017354925.1	Primary Assembly	chromosome		NZ_CP071504.1	748088	753385	+							JYB88_RS03105	5298		old_locus_tag=JYB88_03105
