# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	280935	282365	+	WP_203327088.1	WP_203327088.1		MFS transporter			JQC75_RS01355	1431	476	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	282505	284874	-							JQC75_RS01360	2370		old_locus_tag=JQC75_01360
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	282505	284874	-	WP_203325738.1	WP_203325738.1		hypothetical protein			JQC75_RS01360	2370	789	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	285071	285766	-							JQC75_RS01365	696		old_locus_tag=JQC75_01365
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	285071	285766	-	WP_203325739.1	WP_203325739.1		sulfotransferase family protein			JQC75_RS01365	696	231	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	285775	286743	-							JQC75_RS01370	969		old_locus_tag=JQC75_01370
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	285775	286743	-	WP_203325740.1	WP_203325740.1		LysR family transcriptional regulator			JQC75_RS01370	969	322	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	286998	287501	+							JQC75_RS01375	504		old_locus_tag=JQC75_01375
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	286998	287501	+	WP_203325741.1	WP_203325741.1		lactoylglutathione lyase family protein			JQC75_RS01375	504	167	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	287562	288338	-							JQC75_RS01380	777		old_locus_tag=JQC75_01380
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	287562	288338	-	WP_203325742.1	WP_203325742.1		HNH endonuclease			JQC75_RS01380	777	258	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	288452	289063	-							JQC75_RS01385	612		old_locus_tag=JQC75_01385
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	288452	289063	-	WP_203325743.1	WP_203325743.1		paraquat-inducible protein A			JQC75_RS01385	612	203	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	289307	289675	-							JQC75_RS01390	369		old_locus_tag=JQC75_01390
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	289307	289675	-	WP_203325744.1	WP_203325744.1		response regulator			JQC75_RS01390	369	122	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	289804	291237	+							JQC75_RS01395	1434		old_locus_tag=JQC75_01395
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	289804	291237	+	WP_203325745.1	WP_203325745.1		amino acid carrier protein			JQC75_RS01395	1434	477	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	291345	292034	+					yjjG		JQC75_RS01400	690		old_locus_tag=JQC75_01400
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	291345	292034	+	WP_203325746.1	WP_203325746.1		pyrimidine 5'-nucleotidase	yjjG		JQC75_RS01400	690	229	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	292334	295264	+							JQC75_RS01405	2931		old_locus_tag=JQC75_01405
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	292334	295264	+	WP_203325747.1	WP_203325747.1		TonB-dependent receptor			JQC75_RS01405	2931	976	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	295317	299639	+					pulA		JQC75_RS01410	4323		old_locus_tag=JQC75_01410
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	295317	299639	+	WP_203325748.1	WP_203325748.1		pullulanase-type alpha-1,6-glucosidase	pulA		JQC75_RS01410	4323	1440	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	303510	303908	+							JQC75_RS01425	399		old_locus_tag=JQC75_01425
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	303510	303908	+	WP_203325749.1	WP_203325749.1		hypothetical protein			JQC75_RS01425	399	132	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	304178	305218	-							JQC75_RS01430	1041		old_locus_tag=JQC75_01430
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	304178	305218	-	WP_203324101.1	WP_203324101.1		IS481 family transposase			JQC75_RS01430	1041	346	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	305759	306541	-							JQC75_RS01435	783		old_locus_tag=JQC75_01435
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	305759	306541	-	WP_203325750.1	WP_203325750.1		metallophosphoesterase			JQC75_RS01435	783	260	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	306658	307449	-							JQC75_RS01440	792		old_locus_tag=JQC75_01440
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	306658	307449	-	WP_203325751.1	WP_203325751.1		NERD domain-containing protein			JQC75_RS01440	792	263	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	307513	307899	-							JQC75_RS01445	387		old_locus_tag=JQC75_01445
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	307513	307899	-	WP_203325752.1	WP_203325752.1		hypothetical protein			JQC75_RS01445	387	128	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	312858	313775	-							JQC75_RS01450	918		old_locus_tag=JQC75_01450
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	312858	313775	-	WP_203323908.1	WP_203323908.1		IS5 family transposase			JQC75_RS01450	918	305	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	313915	314427	+							JQC75_RS01455	513		old_locus_tag=JQC75_01455
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	313915	314427	+	WP_203325753.1	WP_203325753.1		hypothetical protein			JQC75_RS01455	513	170	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	314535	315158	-							JQC75_RS01460	624		old_locus_tag=JQC75_01460
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	314535	315158	-	WP_203325754.1	WP_203325754.1		hypothetical protein			JQC75_RS01460	624	207	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	315710	316282	-							JQC75_RS01465	573		old_locus_tag=JQC75_01465
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	315710	316282	-	WP_239002059.1	WP_239002059.1		SOS response-associated peptidase			JQC75_RS01465	573	190	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	316520	316825	-							JQC75_RS01470	306		old_locus_tag=JQC75_01470
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	316520	316825	-	WP_203325756.1	WP_203325756.1		hypothetical protein			JQC75_RS01470	306	101	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	316945	317607	-							JQC75_RS01475	663		old_locus_tag=JQC75_01475
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	316945	317607	-	WP_203325757.1	WP_203325757.1		hypothetical protein			JQC75_RS01475	663	220	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	317883	319235	-							JQC75_RS01480	1353		old_locus_tag=JQC75_01480
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	317883	319235	-	WP_203325758.1	WP_203325758.1		hypothetical protein			JQC75_RS01480	1353	450	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	319504	319677	+							JQC75_RS01485	174		old_locus_tag=JQC75_01485
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	319504	319677	+	WP_203325759.1	WP_203325759.1		hypothetical protein			JQC75_RS01485	174	57	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	320260	321216	-							JQC75_RS01490	957		old_locus_tag=JQC75_01490
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	320260	321216	-	WP_239002060.1	WP_239002060.1		hypothetical protein			JQC75_RS01490	957	318	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	321869	323428	-							JQC75_RS01495	1560		old_locus_tag=JQC75_01495
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	321869	323428	-	WP_203325760.1	WP_203325760.1		site-specific integrase			JQC75_RS01495	1560	519	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	323588	324451	-							JQC75_RS01500	864		old_locus_tag=JQC75_01500
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	323588	324451	-	WP_203325761.1	WP_203325761.1		YicC family protein			JQC75_RS01500	864	287	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	324659	325372	+					rph		JQC75_RS01505	714		old_locus_tag=JQC75_01505
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	324659	325372	+	WP_203325762.1	WP_203325762.1		ribonuclease PH	rph		JQC75_RS01505	714	237	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	325476	326117	+					pyrE		JQC75_RS01510	642		old_locus_tag=JQC75_01510
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	325476	326117	+	WP_203325763.1	WP_203325763.1		orotate phosphoribosyltransferase	pyrE		JQC75_RS01510	642	213	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	326186	326836	-					folE		JQC75_RS01515	651		old_locus_tag=JQC75_01515
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	326186	326836	-	WP_203325764.1	WP_203325764.1		GTP cyclohydrolase I FolE	folE		JQC75_RS01515	651	216	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	327047	327640	-					slmA		JQC75_RS01520	594		old_locus_tag=JQC75_01520
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	327047	327640	-	WP_203325765.1	WP_203325765.1		nucleoid occlusion factor SlmA	slmA		JQC75_RS01520	594	197	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	327669	328127	-					dut		JQC75_RS01525	459		old_locus_tag=JQC75_01525
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	327669	328127	-	WP_203325766.1	WP_203325766.1		dUTP diphosphatase	dut		JQC75_RS01525	459	152	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	328124	329335	-					coaBC		JQC75_RS01530	1212		old_locus_tag=JQC75_01530
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	328124	329335	-	WP_203325767.1	WP_203325767.1		bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	coaBC		JQC75_RS01530	1212	403	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	329461	330138	+					radC		JQC75_RS01535	678		old_locus_tag=JQC75_01535
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	329461	330138	+	WP_203325768.1	WP_203325768.1		DNA repair protein RadC	radC		JQC75_RS01535	678	225	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	330258	330494	+					rpmB		JQC75_RS01540	237		old_locus_tag=JQC75_01540
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	330258	330494	+	WP_011758449.1	WP_011758449.1		50S ribosomal protein L28	rpmB		JQC75_RS01540	237	78	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	330501	330674	+					rpmG		JQC75_RS01545	174		old_locus_tag=JQC75_01545
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	330501	330674	+	WP_011758450.1	WP_011758450.1		50S ribosomal protein L33	rpmG		JQC75_RS01545	174	57	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	330957	332279	+					argA		JQC75_RS01550	1323		old_locus_tag=JQC75_01550
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	330957	332279	+	WP_203325769.1	WP_203325769.1		amino-acid N-acetyltransferase	argA		JQC75_RS01550	1323	440	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	332421	332954	+							JQC75_RS01555	534		old_locus_tag=JQC75_01555
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	332421	332954	+	WP_203325770.1	WP_203325770.1		type VII secretion protein EccB			JQC75_RS01555	534	177	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	333100	333981	-					rarD		JQC75_RS01560	882		old_locus_tag=JQC75_01560
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	333100	333981	-	WP_203325771.1	WP_203325771.1		EamA family transporter RarD	rarD		JQC75_RS01560	882	293	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	334225	336048	+					recQ		JQC75_RS01565	1824		old_locus_tag=JQC75_01565
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	334225	336048	+	WP_203325772.1	WP_203325772.1		DNA helicase RecQ	recQ		JQC75_RS01565	1824	607	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	336035	337783	-							JQC75_RS01570	1749		old_locus_tag=JQC75_01570
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	336035	337783	-	WP_203325773.1	WP_203325773.1		hypothetical protein			JQC75_RS01570	1749	582	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	338266	339834	+					leuA		JQC75_RS01575	1569		old_locus_tag=JQC75_01575
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	338266	339834	+	WP_203325774.1	WP_203325774.1		2-isopropylmalate synthase	leuA		JQC75_RS01575	1569	522	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	339915	341009	+					leuB		JQC75_RS01580	1095		old_locus_tag=JQC75_01580
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	339915	341009	+	WP_203325775.1	WP_203325775.1		3-isopropylmalate dehydrogenase	leuB		JQC75_RS01580	1095	364	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	341009	342421	+					leuC		JQC75_RS01585	1413		old_locus_tag=JQC75_01585
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	341009	342421	+	WP_203325776.1	WP_203325776.1		3-isopropylmalate dehydratase large subunit	leuC		JQC75_RS01585	1413	470	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	342424	343029	+					leuD		JQC75_RS01590	606		old_locus_tag=JQC75_01590
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	342424	343029	+	WP_203325777.1	WP_203325777.1		3-isopropylmalate dehydratase small subunit	leuD		JQC75_RS01590	606	201	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	343546	344898	+							JQC75_RS01595	1353		old_locus_tag=JQC75_01595
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	343546	344898	+	WP_203325778.1	WP_203325778.1		outer membrane protein transport protein			JQC75_RS01595	1353	450	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	345027	345491	+							JQC75_RS01600	465		old_locus_tag=JQC75_01600
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	345027	345491	+	WP_203325779.1	WP_203325779.1		nuclear transport factor 2 family protein			JQC75_RS01600	465	154	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	345504	346991	+					glpK		JQC75_RS01605	1488		old_locus_tag=JQC75_01605
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	345504	346991	+	WP_203325780.1	WP_203325780.1		glycerol kinase GlpK	glpK		JQC75_RS01605	1488	495	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	347016	347288	-							JQC75_RS01610	273		old_locus_tag=JQC75_01610
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	347016	347288	-	WP_203325781.1	WP_203325781.1		hypothetical protein			JQC75_RS01610	273	90	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	347340	348380	-							JQC75_RS01615	1041		old_locus_tag=JQC75_01615
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	347340	348380	-	WP_203325782.1	WP_203325782.1		PepSY domain-containing protein			JQC75_RS01615	1041	346	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	348377	349030	-							JQC75_RS01620	654		old_locus_tag=JQC75_01620
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	348377	349030	-	WP_239002061.1	WP_239002061.1		PepSY domain-containing protein			JQC75_RS01620	654	217	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	349448	349906	+					mraZ		JQC75_RS01625	459		old_locus_tag=JQC75_01625
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	349448	349906	+	WP_203325784.1	WP_203325784.1		division/cell wall cluster transcriptional repressor MraZ	mraZ		JQC75_RS01625	459	152	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	349938	350879	+					rsmH		JQC75_RS01630	942		old_locus_tag=JQC75_01630
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	349938	350879	+	WP_203325785.1	WP_203325785.1		16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	rsmH		JQC75_RS01630	942	313	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	350890	351201	+					ftsL		JQC75_RS01635	312		old_locus_tag=JQC75_01635
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	350890	351201	+	WP_203325786.1	WP_203325786.1		cell division protein FtsL	ftsL		JQC75_RS01635	312	103	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	351198	352934	+							JQC75_RS01640	1737		old_locus_tag=JQC75_01640
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	351198	352934	+	WP_203325787.1	WP_203325787.1		peptidoglycan glycosyltransferase FtsI			JQC75_RS01640	1737	578	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	352931	354394	+					murE		JQC75_RS01645	1464		old_locus_tag=JQC75_01645
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	352931	354394	+	WP_203325788.1	WP_203325788.1		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	murE		JQC75_RS01645	1464	487	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	354391	355758	+					murF		JQC75_RS01650	1368		old_locus_tag=JQC75_01650
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	354391	355758	+	WP_203325789.1	WP_203325789.1		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	murF		JQC75_RS01650	1368	455	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	355759	356841	+					mraY		JQC75_RS01655	1083		old_locus_tag=JQC75_01655
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	355759	356841	+	WP_203325790.1	WP_203325790.1		phospho-N-acetylmuramoyl-pentapeptide-transferase	mraY		JQC75_RS01655	1083	360	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	356856	358175	+					murD		JQC75_RS01660	1320		old_locus_tag=JQC75_01660
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	356856	358175	+	WP_203327090.1	WP_203327090.1		UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	murD		JQC75_RS01660	1320	439	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	358165	359373	+					ftsW		JQC75_RS01665	1209		old_locus_tag=JQC75_01665
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	358165	359373	+	WP_203325791.1	WP_203325791.1		cell division protein FtsW	ftsW		JQC75_RS01665	1209	402	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	359374	360456	+					murG		JQC75_RS01670	1083		old_locus_tag=JQC75_01670
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	359374	360456	+	WP_203325792.1	WP_203325792.1		undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	murG		JQC75_RS01670	1083	360	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	360466	361920	+					murC		JQC75_RS01675	1455		old_locus_tag=JQC75_01675
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	360466	361920	+	WP_203325793.1	WP_203325793.1		UDP-N-acetylmuramate--L-alanine ligase	murC		JQC75_RS01675	1455	484	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	362177	362857	+							JQC75_RS01680	681		old_locus_tag=JQC75_01680
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	362177	362857	+	WP_239002062.1	WP_239002062.1		cell division protein FtsQ/DivIB			JQC75_RS01680	681	226	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	362861	364096	+					ftsA		JQC75_RS01685	1236		old_locus_tag=JQC75_01685
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	362861	364096	+	WP_011758478.1	WP_011758478.1		cell division protein FtsA	ftsA		JQC75_RS01685	1236	411	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	364125	365309	+					ftsZ		JQC75_RS01690	1185		old_locus_tag=JQC75_01690
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	364125	365309	+	WP_011758479.1	WP_011758479.1		cell division protein FtsZ	ftsZ		JQC75_RS01690	1185	394	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	365465	366385	+					lpxC		JQC75_RS01695	921		old_locus_tag=JQC75_01695
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	365465	366385	+	WP_011758480.1	WP_011758480.1		UDP-3-O-acyl-N-acetylglucosamine deacetylase	lpxC		JQC75_RS01695	921	306	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	366402	366854	-							JQC75_RS01700	453		old_locus_tag=JQC75_01700
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	366402	366854	-	WP_011758481.1	WP_011758481.1		DciA family protein			JQC75_RS01700	453	150	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	366882	367781	+							JQC75_RS01705	900		old_locus_tag=JQC75_01705
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	366882	367781	+	WP_203325794.1	WP_203325794.1		M23 family metallopeptidase			JQC75_RS01705	900	299	
gene	protein_coding	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	367839	370565	+					secA		JQC75_RS01710	2727		old_locus_tag=JQC75_01710
CDS	with_protein	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	367839	370565	+	WP_203325795.1	WP_203325795.1		preprotein translocase subunit SecA	secA		JQC75_RS01710	2727	908	
gene	rRNA	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	371151	372693	+							JQC75_RS01715	1543		old_locus_tag=JQC75_01715
rRNA		GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	371151	372693	+				16S ribosomal RNA			JQC75_RS01715	1543		
gene	tRNA	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	372764	372840	+							JQC75_RS01720	77		old_locus_tag=JQC75_01720
tRNA		GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	372764	372840	+				tRNA-Ile			JQC75_RS01720	77		anticodon=GAT
gene	tRNA	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	372962	373037	+							JQC75_RS01725	76		old_locus_tag=JQC75_01725
tRNA		GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	372962	373037	+				tRNA-Ala			JQC75_RS01725	76		anticodon=TGC
gene	rRNA	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	373313	376206	+							JQC75_RS01730	2894		old_locus_tag=JQC75_01730
rRNA		GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	373313	376206	+				23S ribosomal RNA			JQC75_RS01730	2894		
gene	tRNA	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	376298	376373	+							JQC75_RS01735	76		old_locus_tag=JQC75_01735
tRNA		GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	376298	376373	+				tRNA-Val			JQC75_RS01735	76		anticodon=TAC
gene	rRNA	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	376443	376558	+					rrf		JQC75_RS01740	116		old_locus_tag=JQC75_01740
rRNA		GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	376443	376558	+				5S ribosomal RNA	rrf		JQC75_RS01740	116		
gene	tRNA	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	376602	376677	+							JQC75_RS01745	76		old_locus_tag=JQC75_01745
tRNA		GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	376602	376677	+				tRNA-Thr			JQC75_RS01745	76		anticodon=GGT
gene	rRNA	GCF_016834455.1	Primary Assembly	chromosome		NZ_CP069213.1	376718	376833	+					rrf		JQC75_RS01750	116		old_locus_tag=JQC75_01750
