# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	197960	199234	+	WP_088903547.1	WP_088903547.1		CinA family nicotinamide mononucleotide deamidase-related protein			CFF01_RS01000	1275	424	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	199285	199824	-							CFF01_RS01005	540		old_locus_tag=CFF01_01005
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	199285	199824	-	WP_088903548.1	WP_088903548.1		DUF1439 domain-containing protein			CFF01_RS01005	540	179	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	199824	202460	-					ppc		CFF01_RS01010	2637		old_locus_tag=CFF01_01010
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	199824	202460	-	WP_088903549.1	WP_088903549.1		phosphoenolpyruvate carboxylase	ppc		CFF01_RS01010	2637	878	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	202589	203746	-					argE		CFF01_RS01015	1158		old_locus_tag=CFF01_01015
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	202589	203746	-	WP_088905837.1	WP_088905837.1		acetylornithine deacetylase	argE		CFF01_RS01015	1158	385	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	204023	205003	+					argC		CFF01_RS01020	981		old_locus_tag=CFF01_01020
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	204023	205003	+	WP_033540432.1	WP_033540432.1		N-acetyl-gamma-glutamyl-phosphate reductase	argC		CFF01_RS01020	981	326	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	205034	205819	+					argB		CFF01_RS01025	786		old_locus_tag=CFF01_01025
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	205034	205819	+	WP_088903550.1	WP_088903550.1		acetylglutamate kinase	argB		CFF01_RS01025	786	261	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	205862	206767	+							CFF01_RS01030	906		old_locus_tag=CFF01_01030
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	205862	206767	+	WP_088903551.1	WP_088903551.1		ornithine carbamoyltransferase			CFF01_RS01030	906	301	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	206823	208046	+							CFF01_RS01035	1224		old_locus_tag=CFF01_01035
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	206823	208046	+	WP_088903552.1	WP_088903552.1		argininosuccinate synthase			CFF01_RS01035	1224	407	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	208129	209490	+					argH		CFF01_RS01040	1362		old_locus_tag=CFF01_01040
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	208129	209490	+	WP_033540428.1	WP_033540428.1		argininosuccinate lyase	argH		CFF01_RS01040	1362	453	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	209662	212211	-							CFF01_RS01045	2550		old_locus_tag=CFF01_01045
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	209662	212211	-	WP_088903553.1	WP_088903553.1		PBP1A family penicillin-binding protein			CFF01_RS01045	2550	849	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	212396	213475	+							CFF01_RS01050	1080		old_locus_tag=CFF01_01050
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	212396	213475	+	WP_033540426.1	WP_033540426.1		pilus assembly protein PilM			CFF01_RS01050	1080	359	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	213463	214050	+							CFF01_RS01055	588		old_locus_tag=CFF01_01055
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	213463	214050	+	WP_033540425.1	WP_033540425.1		PilN domain-containing protein			CFF01_RS01055	588	195	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	214047	214670	+							CFF01_RS01060	624		old_locus_tag=CFF01_01060
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	214047	214670	+	WP_033540424.1	WP_033540424.1		type 4a pilus biogenesis protein PilO			CFF01_RS01060	624	207	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	214667	215182	+							CFF01_RS01065	516		old_locus_tag=CFF01_01065
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	214667	215182	+	WP_033540423.1	WP_033540423.1		pilus assembly protein PilP			CFF01_RS01065	516	171	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	215205	217256	+							CFF01_RS01070	2052		old_locus_tag=CFF01_01070
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	215205	217256	+	WP_088903554.1	WP_088903554.1		type IV pilus secretin PilQ family protein			CFF01_RS01070	2052	683	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	217473	217988	+					aroK		CFF01_RS01075	516		old_locus_tag=CFF01_01075
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	217473	217988	+	WP_033540421.1	WP_033540421.1		shikimate kinase AroK	aroK		CFF01_RS01075	516	171	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	218004	219080	+					aroB		CFF01_RS01080	1077		old_locus_tag=CFF01_01080
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	218004	219080	+	WP_088903555.1	WP_088903555.1		3-dehydroquinate synthase	aroB		CFF01_RS01080	1077	358	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	219097	220530	+							CFF01_RS01085	1434		old_locus_tag=CFF01_01085
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	219097	220530	+	WP_088903556.1	WP_088903556.1		AAA family ATPase			CFF01_RS01085	1434	477	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	220583	221422	+							CFF01_RS01090	840		old_locus_tag=CFF01_01090
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	220583	221422	+	WP_033540418.1	WP_033540418.1		Dam family site-specific DNA-(adenine-N6)-methyltransferase			CFF01_RS01090	840	279	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	221528	221701	-							CFF01_RS01095	174		old_locus_tag=CFF01_01095
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	221528	221701	-	WP_033540417.1	WP_033540417.1		DUF2970 domain-containing protein			CFF01_RS01095	174	57	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	221710	222054	-							CFF01_RS01100	345		old_locus_tag=CFF01_01100
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	221710	222054	-	WP_088903557.1	WP_088903557.1		hypothetical protein			CFF01_RS01100	345	114	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	222266	222940	+					rpe		CFF01_RS01105	675		old_locus_tag=CFF01_01105
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	222266	222940	+	WP_088903558.1	WP_088903558.1		ribulose-phosphate 3-epimerase	rpe		CFF01_RS01105	675	224	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	222943	223638	+							CFF01_RS01110	696		old_locus_tag=CFF01_01110
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	222943	223638	+	WP_088903559.1	WP_088903559.1		phosphoglycolate phosphatase			CFF01_RS01110	696	231	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	223645	224643	+					trpS		CFF01_RS01115	999		old_locus_tag=CFF01_01115
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	223645	224643	+	WP_011864028.1	WP_011864028.1		tryptophan--tRNA ligase	trpS		CFF01_RS01115	999	332	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	224712	225590	-							CFF01_RS01120	879		old_locus_tag=CFF01_01120
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	224712	225590	-	WP_033540413.1	WP_033540413.1		LysR substrate-binding domain-containing protein			CFF01_RS01120	879	292	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	225716	226597	+							CFF01_RS01125	882		old_locus_tag=CFF01_01125
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	225716	226597	+	WP_088903560.1	WP_088903560.1		DMT family transporter			CFF01_RS01125	882	293	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	226602	227171	-							CFF01_RS01130	570		old_locus_tag=CFF01_01130
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	226602	227171	-	WP_033540411.1	WP_033540411.1		BON domain-containing protein			CFF01_RS01130	570	189	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	227168	227761	-							CFF01_RS01135	594		old_locus_tag=CFF01_01135
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	227168	227761	-	WP_033540410.1	WP_033540410.1		phosphoheptose isomerase			CFF01_RS01135	594	197	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	227828	228172	-							CFF01_RS01140	345		old_locus_tag=CFF01_01140
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	227828	228172	-	WP_088903561.1	WP_088903561.1		YraN family protein			CFF01_RS01140	345	114	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	228169	230034	-							CFF01_RS01145	1866		old_locus_tag=CFF01_01145
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	228169	230034	-	WP_088903562.1	WP_088903562.1		penicillin-binding protein activator			CFF01_RS01145	1866	621	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	230123	230965	+					rsmI		CFF01_RS01150	843		old_locus_tag=CFF01_01150
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	230123	230965	+	WP_088903563.1	WP_088903563.1		16S rRNA (cytidine(1402)-2'-O)-methyltransferase	rsmI		CFF01_RS01150	843	280	
gene	RNase_P_RNA	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	231045	231390	+					rnpB		CFF01_RS01155	346		old_locus_tag=CFF01_01155
ncRNA	RNase_P_RNA	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	231045	231390	+				RNase P RNA component class A	rnpB		CFF01_RS01155	346		
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	231486	231959	-							CFF01_RS01160	474		old_locus_tag=CFF01_01160
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	231486	231959	-	WP_088903564.1	WP_088903564.1		hypothetical protein			CFF01_RS01160	474	157	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	231976	232644	-							CFF01_RS01165	669		old_locus_tag=CFF01_01165
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	231976	232644	-	WP_088903565.1	WP_088903565.1		molecular chaperone TorD family protein			CFF01_RS01165	669	222	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	232694	233356	-					dmsB		CFF01_RS01170	663		old_locus_tag=CFF01_01170
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	232694	233356	-	WP_088903566.1	WP_088903566.1		dimethylsulfoxide reductase subunit B	dmsB		CFF01_RS01170	663	220	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	233371	235890	-							CFF01_RS01175	2520		old_locus_tag=CFF01_01175
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	233371	235890	-	WP_088903567.1	WP_088903567.1		molybdopterin-dependent oxidoreductase			CFF01_RS01175	2520	839	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	235923	237935	-							CFF01_RS01180	2013		old_locus_tag=CFF01_01180
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	235923	237935	-	WP_232479483.1	WP_232479483.1		MtrB/PioB family decaheme-associated outer membrane protein			CFF01_RS01180	2013	670	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	237947	238891	-							CFF01_RS01185	945		old_locus_tag=CFF01_01185
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	237947	238891	-	WP_088903569.1	WP_088903569.1		DmsE family decaheme c-type cytochrome			CFF01_RS01185	945	314	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	239529	240317	-							CFF01_RS01190	789		old_locus_tag=CFF01_01190
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	239529	240317	-	WP_157704914.1	WP_157704914.1		transporter substrate-binding domain-containing protein			CFF01_RS01190	789	262	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	240410	241993	-							CFF01_RS01195	1584		old_locus_tag=CFF01_01195
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	240410	241993	-	WP_232479537.1	WP_232479537.1		hypothetical protein			CFF01_RS01195	1584	527	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	242256	243476	-							CFF01_RS01200	1221		old_locus_tag=CFF01_01200
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	242256	243476	-	WP_033540404.1	WP_033540404.1		threonine/serine exporter family protein			CFF01_RS01200	1221	406	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	243737	244132	+							CFF01_RS01205	396		old_locus_tag=CFF01_01205
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	243737	244132	+	WP_088903572.1	WP_088903572.1		MAPEG family protein			CFF01_RS01205	396	131	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	244274	246565	+							CFF01_RS01210	2292		old_locus_tag=CFF01_01210
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	244274	246565	+	WP_088903573.1	WP_088903573.1		YgiQ family radical SAM protein			CFF01_RS01210	2292	763	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	246640	246987	+							CFF01_RS01215	348		old_locus_tag=CFF01_01215
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	246640	246987	+	WP_088903574.1	WP_088903574.1		DUF1232 domain-containing protein			CFF01_RS01215	348	115	
gene	pseudogene	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	247209	247334	-							CFF01_RS19235	126		partial;pseudo
CDS	without_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	247209	247334	-				porin			CFF01_RS19235	126		partial;pseudo
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	247549	248088	+							CFF01_RS01220	540		old_locus_tag=CFF01_01220
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	247549	248088	+	WP_088903575.1	WP_088903575.1		hypothetical protein			CFF01_RS01220	540	179	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	248828	249715	+							CFF01_RS01225	888		old_locus_tag=CFF01_01225
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	248828	249715	+	WP_088903576.1	WP_088903576.1		hypothetical protein			CFF01_RS01225	888	295	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	249794	250141	+							CFF01_RS01230	348		old_locus_tag=CFF01_01230
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	249794	250141	+	WP_088903577.1	WP_088903577.1		immunity 8 family protein			CFF01_RS01230	348	115	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	250291	250866	+							CFF01_RS01235	576		old_locus_tag=CFF01_01235
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	250291	250866	+	WP_157704915.1	WP_157704915.1		GIY-YIG nuclease family protein			CFF01_RS01235	576	191	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	250976	251611	+							CFF01_RS01240	636		old_locus_tag=CFF01_01240
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	250976	251611	+	WP_088903579.1	WP_088903579.1		hypothetical protein			CFF01_RS01240	636	211	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	252248	252826	-							CFF01_RS01250	579		old_locus_tag=CFF01_01250
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	252248	252826	-	WP_088903580.1	WP_088903580.1		lipid-binding SYLF domain-containing protein			CFF01_RS01250	579	192	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	252949	255027	-							CFF01_RS01255	2079		old_locus_tag=CFF01_01255
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	252949	255027	-	WP_088903581.1	WP_088903581.1		S9 family peptidase			CFF01_RS01255	2079	692	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	255129	256007	-							CFF01_RS01260	879		old_locus_tag=CFF01_01260
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	255129	256007	-	WP_232479484.1	WP_232479484.1		hypothetical protein			CFF01_RS01260	879	292	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	256141	256542	-							CFF01_RS01265	402		old_locus_tag=CFF01_01265
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	256141	256542	-	WP_088903583.1	WP_088903583.1		nitrous oxide-stimulated promoter family protein			CFF01_RS01265	402	133	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	256864	257670	+							CFF01_RS19190	807		old_locus_tag=CFF01_01270
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	256864	257670	+	WP_088903584.1	WP_088903584.1		hypothetical protein			CFF01_RS19190	807	268	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	257921	258232	+							CFF01_RS01275	312		old_locus_tag=CFF01_01275
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	257921	258232	+	WP_088903585.1	WP_088903585.1		hypothetical protein			CFF01_RS01275	312	103	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	258250	259704	+							CFF01_RS01280	1455		old_locus_tag=CFF01_01280
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	258250	259704	+	WP_088903586.1	WP_088903586.1		YdiU family protein			CFF01_RS01280	1455	484	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	259768	260061	+							CFF01_RS01285	294		old_locus_tag=CFF01_01285
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	259768	260061	+	WP_088905839.1	WP_088905839.1		DUF3630 family protein			CFF01_RS01285	294	97	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	260058	261059	+							CFF01_RS01290	1002		old_locus_tag=CFF01_01290
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	260058	261059	+	WP_088903587.1	WP_088903587.1		serine/threonine protein kinase			CFF01_RS01290	1002	333	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	261191	261802	+							CFF01_RS01295	612		old_locus_tag=CFF01_01295
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	261191	261802	+	WP_088903588.1	WP_088903588.1		thiol:disulfide interchange protein DsbA/DsbL			CFF01_RS01295	612	203	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	262140	262352	+							CFF01_RS01300	213		old_locus_tag=CFF01_01300
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	262140	262352	+	WP_088903589.1	WP_088903589.1		DUF1107 domain-containing protein			CFF01_RS01300	213	70	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	262373	262579	-					zapB		CFF01_RS01305	207		old_locus_tag=CFF01_01305
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	262373	262579	-	WP_033540389.1	WP_033540389.1		cell division protein ZapB	zapB		CFF01_RS01305	207	68	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	262766	263035	-							CFF01_RS01310	270		old_locus_tag=CFF01_01310
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	262766	263035	-	WP_088903590.1	WP_088903590.1		Rho-binding antiterminator			CFF01_RS01310	270	89	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	263177	263767	-							CFF01_RS01315	591		old_locus_tag=CFF01_01315
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	263177	263767	-	WP_088903591.1	WP_088903591.1		porin family protein			CFF01_RS01315	591	196	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	263951	265297	+							CFF01_RS01320	1347		old_locus_tag=CFF01_01320
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	263951	265297	+	WP_088903592.1	WP_088903592.1		alpha/beta hydrolase			CFF01_RS01320	1347	448	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	265356	266099	-							CFF01_RS01325	744		old_locus_tag=CFF01_01325
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	265356	266099	-	WP_088903593.1	WP_088903593.1		cupin domain-containing protein			CFF01_RS01325	744	247	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	266270	267334	-							CFF01_RS01330	1065		old_locus_tag=CFF01_01330
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	266270	267334	-	WP_088903594.1	WP_088903594.1		hypothetical protein			CFF01_RS01330	1065	354	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	267503	268636	-							CFF01_RS01335	1134		old_locus_tag=CFF01_01335
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	267503	268636	-	WP_088903595.1	WP_088903595.1		hypothetical protein			CFF01_RS01335	1134	377	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	268678	269046	-							CFF01_RS01340	369		old_locus_tag=CFF01_01340
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	268678	269046	-	WP_088903596.1	WP_088903596.1		cytochrome c3 family protein			CFF01_RS01340	369	122	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	269052	270569	-							CFF01_RS01345	1518		old_locus_tag=CFF01_01345
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	269052	270569	-	WP_088903597.1	WP_088903597.1		flavocytochrome c			CFF01_RS01345	1518	505	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	270913	271698	+							CFF01_RS01350	786		old_locus_tag=CFF01_01350
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	270913	271698	+	WP_088903598.1	WP_088903598.1		TetR/AcrR family transcriptional regulator			CFF01_RS01350	786	261	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	271917	273014	+							CFF01_RS01355	1098		old_locus_tag=CFF01_01355
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	271917	273014	+	WP_088903599.1	WP_088903599.1		branched-chain amino acid aminotransferase			CFF01_RS01355	1098	365	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	273067	273486	-							CFF01_RS01360	420		old_locus_tag=CFF01_01360
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	273067	273486	-	WP_033540571.1	WP_033540571.1		hypothetical protein			CFF01_RS01360	420	139	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	273710	274402	-							CFF01_RS01365	693		old_locus_tag=CFF01_01365
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	273710	274402	-	WP_232479485.1	WP_232479485.1		GntR family transcriptional regulator			CFF01_RS01365	693	230	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	274620	275567	-							CFF01_RS01370	948		old_locus_tag=CFF01_01370
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	274620	275567	-	WP_088903601.1	WP_088903601.1		acyltransferase			CFF01_RS01370	948	315	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	275592	276476	-							CFF01_RS01375	885		old_locus_tag=CFF01_01375
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	275592	276476	-	WP_088903602.1	WP_088903602.1		acyltransferase			CFF01_RS01375	885	294	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	276589	278109	-							CFF01_RS01380	1521		old_locus_tag=CFF01_01380
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	276589	278109	-	WP_088903603.1	WP_088903603.1		YifB family Mg chelatase-like AAA ATPase			CFF01_RS01380	1521	506	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	278435	279766	+							CFF01_RS01385	1332		old_locus_tag=CFF01_01385
CDS	with_protein	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	278435	279766	+	WP_088905840.1	WP_088905840.1		hemolysin family protein			CFF01_RS01385	1332	443	
gene	protein_coding	GCF_002215585.1	Primary Assembly	chromosome		NZ_CP022272.1	279763	280596	-							CFF01_RS01390	834		old_locus_tag=CFF01_01390
